"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2016-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.47,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37,NA,NA,12.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.91,NA,NA,NA,NA,5.3,NA,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.16,NA,NA,NA,NA,NA,NA,NA,NA
"2016-06-30",17.8,16.24,-0.64,NA,35.69,9.76,43.69,9.89,17.32,10.78,23.01,28.33,12.35,20.58,13.81,28.08,12.86,3.01,26.44,-12.91,14.95,22.13,-6.96,NA,22.59,NA,3.9,NA,56.73,20.22,31.75,49.67,2.3,NA,8.03,33.13,26.69,15.24,11.23,8.61,28.52,47.82,85.72,NA,8.05,NA,21.86,44.24,55.89,38.09,4.1,9.07,19.56,23.19,32.87,25.65,23.87,187.45,16.84,40.14,45.96,18.74,37.73,5.89,8.84,9.01,8.65,57.98,6.34,28.03,NA,NA,18.06,NA,30.73,8.61,19.75,27.11,5.35,7.37,3.87,NA,22.92,92.09,40.7,5.63,NA,14.44,348.28,19.23,66.86,34.54,23.52,8.59,101.56,55.4,20.4,5.09,7.89,27.94,125.77,21.08,7.7,43.33,8.54,12.22,17.93,51.4,NA,25.04,29.12,39.51,NA,42.45,NA,NA,42.65,21.34,21.2,20.41,6.22,15.77,14.01,NA,15.25,71.78,2.94,2.98,6.84,21.73,69.85,11.19,3.68,14.46,11.33,33.39,13.5,175.81,33.67,9.75,NA,66.2,21.14,22.39,NA,12.98,37.34,NA,27.49,NA,40.24,NA,22.86,37.84,0.02,212.78,8.59,11.84,22.87,34.17,18.86,4.05,15.71,30.16,78.62,12.36,34.89,65.09,12.85,42.2,24.48,7.82,4.72,22.64,41.81,8.22,20.92,40.87,14.6,41.3,-13.61,94.92,5.7,26.83,NA,1.18,6.31,NA,42.65,28.79,-0.09,15.16,33.79,37.43,11.39,38.72,30.9,10.4,24.9,16.92,0.21,36.52,NA,15.4,21.65,5.87,36.62,17.53,19.09,41.57,12.11,12.96,13.95,21.9,NA,13.47,11.72,19.64,47.84,38.16,104.33,-15.17,50.25,77.77,NA,13.43,17.02,190.66,69.88,1.61,-4.07,4.67,6.22,186.2,NA,NA,9.54,8.76,20.32,39.24,NA,52.04,12.08,16.08,14.15,16.39,28.32,10.76,49.04
"2016-07-31",NA,NA,NA,10.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,NA,19.21,NA,6.31,NA,NA,NA,NA,NA,22.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5.39,NA,NA,NA,NA,NA,NA,NA,NA,14.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59,NA,NA,NA,NA,NA,NA,7.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,NA,NA,8.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.83,23.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64,NA,7.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.92,NA,NA,12.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.21,NA,NA,NA,NA,5.5,NA,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.39,NA,NA,NA,NA,NA,NA,NA,NA
"2016-09-30",17.84,17.41,-0.13,NA,36.08,10.24,42.88,8.29,18.17,11.15,23.97,28.85,12.03,20.01,14.05,28.27,12.29,3.17,26.18,-13.43,15.91,24.97,-6.65,NA,22.34,NA,4.03,NA,57.53,20.29,32.62,50.62,2.25,NA,8.46,33.53,28.04,14.68,11.06,8.75,26.36,48.68,86.02,NA,8.28,NA,22.24,44.91,53.94,39.5,4.15,9.49,19.74,23.88,33.77,25.8,24.87,198.62,17.31,40.6,44.3,19.15,35.79,5.83,8.83,9.27,8.84,58.85,6.52,28.62,NA,NA,18,NA,29.94,8.84,20.03,26.58,5.72,7.72,4.2,NA,20.95,93.94,42.78,5.89,NA,14.58,342.87,18.97,66.06,34.83,23.76,8.86,103.96,56.89,19.4,5.39,8.06,28.39,131.97,22,7.78,43.77,8.16,12.56,18.15,51.11,NA,25.82,30.24,42.31,NA,44.89,NA,NA,43.16,23.23,21.67,20.41,6.09,16.99,14.06,NA,15.43,73.09,3.1,2.86,6.48,22.03,71.52,11.78,3.23,15.11,11.68,33.32,13.24,178.47,34.04,10.03,NA,64.78,21.67,22.92,NA,13.32,38.77,NA,27.92,NA,41.32,NA,24.1,40.97,-0.63,218.2,8.76,12.18,23.81,34.86,19.15,4.39,15.92,30.78,78.37,11.85,37.44,65.22,13.94,42.99,24.58,8.21,4.87,22.42,42.46,8.5,20.85,41.81,15.79,41.67,14.96,94.38,6.1,27.02,NA,1.54,6.66,NA,42.68,29.67,0.61,15.61,34.2,35.27,12.17,42.59,30.61,10.48,25.42,16.95,0.32,37.08,NA,20.87,23.31,6.01,37.36,17.8,19.5,42.12,13.13,12.78,13.66,21.4,NA,13.94,11.98,20.38,49.15,39.45,105.46,-12.22,52.76,79.56,NA,13.86,19.2,196.67,71.08,1.51,-3.9,4.74,5.5,194.6,NA,NA,9.9,9.68,22.11,37.81,NA,55.68,12.24,15.92,14.19,15.49,29.58,11.69,50.99
"2016-10-31",NA,NA,NA,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.62,NA,19.41,NA,6.69,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.33,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,NA,NA,NA,NA,NA,4.61,NA,NA,NA,NA,NA,NA,NA,NA,14.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,NA,NA,9.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.63,20.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.93,NA,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,NA,NA,11.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52,NA,NA,NA,NA,5.06,NA,12.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-66.12,NA,NA,NA,NA,NA,NA,NA,NA
"2016-12-31",16.5,14.09,0.74,NA,35.31,10.57,40.66,5.56,19.57,11.19,23.4,28.83,11.56,20.96,13.72,28.39,12.26,0.49,26.09,-16.49,16.55,25.2,-7.03,NA,20.71,NA,3.98,NA,55.56,20.22,30.04,50.73,2.11,NA,7.46,33.8,28.77,14.56,11.11,8.65,37.95,48.2,83.05,NA,8.42,NA,21.63,44.47,61.27,40.61,4.2,9.82,20.46,24.86,34.01,25.77,25.65,199.65,17.36,39.97,54.08,19.81,35.63,5.93,8.34,9.18,9.06,58.63,4.99,29.13,NA,NA,17.64,18.26,27.85,9.18,17.33,22.38,5.26,8.02,4.13,NA,20.24,95.17,38.69,6.23,NA,14.2,353.22,18.73,49.26,32.6,23.59,7.84,103.6,56.21,19.1,5.9,8.03,28.25,107.29,21.48,7.19,43.92,7.34,13.02,18.44,51.58,NA,26.82,29.86,42.74,NA,44.33,NA,NA,42.83,23.77,22.1,20.07,5.42,16.81,14.6,NA,15,74.07,3.35,3.15,6.4,21.03,72.28,NA,2.67,16.69,12.32,35.19,13.29,180.46,34.55,10.4,NA,61.14,22.07,22.68,NA,14,39.54,NA,25.24,NA,40.47,NA,24.9,42.51,2.53,221.31,7.98,12.14,23.89,33.99,18.85,4.63,14.66,31.47,77.57,12.03,40.43,66.15,14.96,43.54,24.43,7.79,5.39,22.67,42.73,8.5,21.11,41.66,15.55,58.51,13.87,96.02,9.7,14.11,NA,0.33,6.41,NA,41.91,28.93,-1.23,15.29,33.37,35.43,12.51,41.97,29.86,9.86,25.69,15.84,-0.32,36.97,NA,20.98,22.7,6.3,36.07,15.56,19.65,42.14,14.78,12.71,12.28,24.24,NA,13.72,11.33,20.2,45.2,40.1,105.56,-35.1,60.96,77.41,NA,14.12,24.33,197.45,71.38,6.57,-5.78,4.84,4.58,201.12,NA,NA,9.85,9.75,20.77,37.26,NA,56.18,8.95,16.33,14.07,15.94,29.49,10.48,52.94
"2017-01-31",NA,NA,NA,9.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75,NA,19.64,NA,7.12,NA,NA,NA,NA,NA,24.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.16,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,15.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01,NA,NA,NA,NA,NA,NA,7.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.16,21.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-02-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.87,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51,NA,NA,13.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.79,NA,NA,NA,NA,5.28,NA,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.18,NA,NA,NA,NA,NA,NA,NA,NA
"2017-03-31",16.91,12.7,1.24,NA,35.51,10.94,40.7,5.48,20.74,11.7,24.01,28.75,13.18,20.38,13.88,29.01,12.26,0.65,25.84,-15.81,12.46,39.86,-6.8,NA,14.8,NA,3.88,NA,56.58,20.33,31.82,51.44,3.14,NA,6.97,34.09,29.93,14.81,10.66,9.28,37.49,49.28,84.51,NA,8.61,NA,21.94,44.69,60.47,42.21,4.22,8.83,20.73,24.63,34.04,25.88,25.68,219.83,17.65,40.52,54.86,20.55,37.33,7.14,8.05,9.58,9.64,58.84,5.39,29.46,NA,NA,17.59,18.86,27.37,9.62,18.49,22.35,5.25,10,4.35,NA,20.56,98.43,40.46,6.9,NA,14.79,376.95,18.66,47.92,32.4,24.9,8.17,105.35,57.97,20.63,6.14,8.21,28.63,109.42,21.79,7.56,40.74,7.21,13.12,18.48,51.49,NA,27.31,29.7,43.46,NA,44.51,NA,NA,44.53,24.36,22.35,21.09,5.4,17.6,14.75,NA,14.62,74.51,3.22,3.04,6.69,21.32,74.45,10.75,3.01,11.47,12.7,36.43,13.87,180.51,34.19,11.25,NA,83.66,22.82,23.39,NA,14.2,40.95,NA,25.55,NA,41.62,NA,26.09,43.09,3.45,220.16,8.35,12.53,23.72,35.65,19.26,4.59,14.63,32.43,78.01,12.5,45.34,68.48,14.81,43.71,24.37,7.68,6.76,22.69,43.23,8.5,22.17,42.7,17.47,58,13.56,97.44,10.76,13.83,NA,1.02,6.63,NA,43.37,30.3,-0.84,15.88,33.98,36.02,13.01,45.79,29.56,9.84,26.86,15.15,-0.19,37.01,NA,21.11,24.56,6.44,36.53,16.4,20.11,41.45,16,12.59,13.02,24.13,NA,14.67,11.46,21.44,46.07,45.59,105.45,-39.2,62.03,78.04,NA,13.65,20.76,203.32,72.02,6.34,-6.34,5.12,4.35,209.43,NA,NA,9.84,11.59,21.75,37.91,NA,54.06,7.09,17.33,18.18,17.06,29.54,11.44,54.01
"2017-04-30",NA,NA,NA,10.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.08,NA,20.16,NA,7.64,NA,NA,NA,NA,NA,26.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.48,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,NA,NA,NA,NA,NA,3.31,NA,NA,NA,NA,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.13,NA,NA,NA,NA,NA,NA,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,NA,NA,11.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,24.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.76,NA,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.46,NA,NA,15.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.92,NA,NA,NA,NA,5.44,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-60.88,NA,NA,NA,NA,NA,NA,NA,NA
