"Index","MDLZ.BV_per_share","NRG.BV_per_share","IT.BV_per_share","NTAP.BV_per_share","XRAY.BV_per_share","MPWR.BV_per_share","AMP.BV_per_share","LMT.BV_per_share","URI.BV_per_share","LKQ.BV_per_share","PNR.BV_per_share","FRT.BV_per_share","EA.BV_per_share","CCI.BV_per_share","RF.BV_per_share","WEC.BV_per_share","WY.BV_per_share","UPS.BV_per_share","O.BV_per_share","SBAC.BV_per_share","ISRG.BV_per_share","REG.BV_per_share","PM.BV_per_share","CSCO.BV_per_share","MRO.BV_per_share","DG.BV_per_share","SBUX.BV_per_share","AMAT.BV_per_share","STT.BV_per_share","T.BV_per_share","NOC.BV_per_share","ED.BV_per_share","CLX.BV_per_share","ULTA.BV_per_share","AAL.BV_per_share","ES.BV_per_share","WAT.BV_per_share","PPL.BV_per_share","TSCO.BV_per_share","AES.BV_per_share","EXPE.BV_per_share","ZBH.BV_per_share","TRV.BV_per_share","DRI.BV_per_share","BRO.BV_per_share","NKE.BV_per_share","FITB.BV_per_share","CMA.BV_per_share","ARE.BV_per_share","LRCX.BV_per_share","CSX.BV_per_share","BMY.BV_per_share","TROW.BV_per_share","TEL.BV_per_share","DGX.BV_per_share","ANSS.BV_per_share","MTCH.BV_per_share","BKNG.BV_per_share","MGM.BV_per_share","WFC.BV_per_share","TAP.BV_per_share","SWKS.BV_per_share","BDX.BV_per_share","MCHP.BV_per_share","BR.BV_per_share","TRMB.BV_per_share","CBRE.BV_per_share","DUK.BV_per_share","POOL.BV_per_share","DFS.BV_per_share","PVH.BV_per_share","INTU.BV_per_share","HSIC.BV_per_share","GPN.BV_per_share","CF.BV_per_share","TER.BV_per_share","MMM.BV_per_share","NEM.BV_per_share","MA.BV_per_share","HOLX.BV_per_share","EW.BV_per_share","A.BV_per_share","APA.BV_per_share","ANTM.BV_per_share","GL.BV_per_share","NFLX.BV_per_share","TT.BV_per_share","AME.BV_per_share","NVR.BV_per_share","WMB.BV_per_share","HES.BV_per_share","NDAQ.BV_per_share","NWL.BV_per_share","PEP.BV_per_share","CB.BV_per_share","ALL.BV_per_share","PPG.BV_per_share","VZ.BV_per_share","CNP.BV_per_share","USB.BV_per_share","PRU.BV_per_share","CE.BV_per_share","F.BV_per_share","RL.BV_per_share","IRM.BV_per_share","JNPR.BV_per_share","FFIV.BV_per_share","BXP.BV_per_share","ADSK.BV_per_share","D.BV_per_share","AEE.BV_per_share","NTRS.BV_per_share","FDS.BV_per_share","PNW.BV_per_share","HD.BV_per_share","MU.BV_per_share","CMI.BV_per_share","ALK.BV_per_share","PWR.BV_per_share","CAH.BV_per_share","KO.BV_per_share","DAL.BV_per_share","PHM.BV_per_share","NDSN.BV_per_share","V.BV_per_share","AVB.BV_per_share","DXCM.BV_per_share","SEE.BV_per_share","GNRC.BV_per_share","PG.BV_per_share","SIVB.BV_per_share","VFC.BV_per_share","CDNS.BV_per_share","CTXS.BV_per_share","SCHW.BV_per_share","ATO.BV_per_share","DISCK.BV_per_share","BLK.BV_per_share","VMC.BV_per_share","EL.BV_per_share","ROST.BV_per_share","EQIX.BV_per_share","TMUS.BV_per_share","AXP.BV_per_share","FDX.BV_per_share","INTC.BV_per_share","AAP.BV_per_share","LOW.BV_per_share","AFL.BV_per_share","PAYX.BV_per_share","AMGN.BV_per_share","ACN.BV_per_share","TYL.BV_per_share","RCL.BV_per_share","WYNN.BV_per_share","GS.BV_per_share","VRSK.BV_per_share","WM.BV_per_share","ECL.BV_per_share","PH.BV_per_share","IVZ.BV_per_share","UAA.BV_per_share","MRK.BV_per_share","EMN.BV_per_share","CVX.BV_per_share","EMR.BV_per_share","AMZN.BV_per_share","SBNY.BV_per_share","HAS.BV_per_share","EIX.BV_per_share","UNP.BV_per_share","CHD.BV_per_share","VRTX.BV_per_share","RSG.BV_per_share","NSC.BV_per_share","RHI.BV_per_share","AON.BV_per_share","MS.BV_per_share","ILMN.BV_per_share","MAA.BV_per_share","MAR.BV_per_share","ESS.BV_per_share","EBAY.BV_per_share","FE.BV_per_share","HPQ.BV_per_share","KMB.BV_per_share","FCX.BV_per_share","CRM.BV_per_share","XOM.BV_per_share","MOH.BV_per_share","IDXX.BV_per_share","WST.BV_per_share","ETN.BV_per_share","AEP.BV_per_share","ALGN.BV_per_share","REGN.BV_per_share","SLB.BV_per_share","PFE.BV_per_share","HON.BV_per_share","SPG.BV_per_share","MAS.BV_per_share","TFC.BV_per_share","ADI.BV_per_share","LDOS.BV_per_share","EFX.BV_per_share","AAPL.BV_per_share","RTX.BV_per_share","BWA.BV_per_share","PKI.BV_per_share","WELL.BV_per_share","GILD.BV_per_share","KIM.BV_per_share","ITW.BV_per_share","EOG.BV_per_share","KR.BV_per_share","PGR.BV_per_share","OMC.BV_per_share","IEX.BV_per_share","HIG.BV_per_share","UNH.BV_per_share","MTB.BV_per_share","TDG.BV_per_share","SRE.BV_per_share","WHR.BV_per_share","HRL.BV_per_share","KEY.BV_per_share","DVN.BV_per_share","RE.BV_per_share","JPM.BV_per_share","MO.BV_per_share","MSI.BV_per_share","FTNT.BV_per_share","SYY.BV_per_share","GOOGL.BV_per_share","MDT.BV_per_share","DE.BV_per_share","DRE.BV_per_share","ABC.BV_per_share","VTRS.BV_per_share","WDC.BV_per_share","AZO.BV_per_share","BIIB.BV_per_share","PARA.BV_per_share","AMT.BV_per_share","ABT.BV_per_share","ROK.BV_per_share","DIS.BV_per_share","AVY.BV_per_share","DTE.BV_per_share"
"2012-01-31",NA,NA,NA,11.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16,NA,13.83,NA,6.7,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,NA,NA,NA,NA,NA,11.64,NA,NA,NA,NA,NA,NA,NA,NA,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,NA,NA,NA,NA,NA,13.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.01,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,16.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-02-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81,NA,5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.15,NA,NA,9.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.27,NA,NA,NA,NA,4.4,NA,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.26,NA,NA,NA,NA,NA,NA,NA,NA
"2012-03-31",20.92,34.62,1.84,NA,14.45,7.4,44.39,4.85,1.99,5.92,21.64,19.81,7.68,9.34,12.41,17.71,7.82,7.82,18.45,2.24,8.19,20.58,0.22,NA,24.83,NA,3.39,NA,41.17,17.91,41.79,42.81,-0.82,NA,-25.91,NA,14.49,19.9,7.34,13.64,16.58,32.15,63.81,NA,5.88,NA,14.79,35.43,55.54,21.78,2.73,9.65,14.24,17.97,24.58,19.57,NA,52.05,19.41,27.7,43.43,9.08,22.08,5.15,6.45,6.81,4.27,51.3,5.91,NA,NA,NA,14.01,NA,16.35,8.31,23.95,32.42,5.04,11.27,2.03,NA,77.29,70.91,25.73,1.71,NA,9.08,279.95,6.26,56.08,30.03,6.73,14.65,75.09,38.97,11.54,31.12,10.03,19.42,75.61,9.85,4.36,39.4,7.41,13.55,15.4,36.95,NA,20.96,31.24,29.95,NA,35.27,NA,NA,33.08,8.55,16.65,18.04,7.36,-1.19,5.03,NA,8.76,46.05,1.45,15.68,11.79,24.05,53.14,10.18,1.68,14.94,6.55,26.22,25.76,182.89,28.95,7.35,NA,43.46,16.33,17.07,NA,9.34,13.33,NA,14.59,NA,24.16,NA,2.92,39.44,4.39,144.7,-0.06,14.01,19.89,36.98,20.38,1.67,18.84,14.69,64.02,14.52,16.16,31.54,10.78,35.63,19.66,7.21,5.07,20.91,30.13,5.73,25.78,35.68,9.4,21.1,-2.55,46.23,14.49,31.9,NA,14.4,20.34,NA,35.1,16.73,5.15,10.13,23.64,30.68,6.55,5.3,24.35,11.17,15.2,24.06,2.27,25.6,NA,NA,15.15,3.92,25.84,11.87,16.54,40.03,4.86,12.98,21.23,24.1,NA,10.23,14.87,19.07,48.26,27.93,74.55,19.5,43.03,57.9,NA,10.58,54.29,120.3,49.52,1.82,14.07,2.54,8.33,94.68,NA,NA,10.08,11.54,8.82,28.41,NA,26.33,15.41,9.09,16.23,14.23,21.96,15.93,42.01
"2012-04-30",NA,NA,NA,11.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,NA,13.82,NA,6.79,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.21,9.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,11.75,NA,NA,NA,NA,NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,NA,NA,NA,NA,NA,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.08,NA,NA,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.16,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-05-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28,NA,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,8.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.46,NA,NA,NA,NA,4.43,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA,NA,NA,NA,NA,NA,NA
"2012-06-30",20.43,35.79,2.3,NA,14.03,7.73,45.2,6.79,15.43,6.13,21.35,19.76,8.03,9.78,10.23,17.84,7.81,8.06,18.53,3.95,8.86,20.28,-0.66,NA,25.23,NA,3.55,NA,41.55,17.84,43.2,42.94,-1.04,NA,-26.75,NA,14.4,18.92,7.51,12.68,17.25,32.72,64.89,NA,6,NA,15.04,36.18,55.27,27.49,2.85,9.47,14.42,18.09,25.4,19.72,NA,58.76,19.25,28.33,43.55,9.46,21.22,5.21,6.81,6.85,4.37,50.48,6.48,NA,NA,NA,14,NA,17.56,9,24.41,32.55,5.02,11.35,2.07,NA,78.41,72.71,27.94,1.77,NA,9.45,296.19,8.99,58.44,29.73,6.84,13.22,75.98,40.07,12.03,31.74,10.14,20.55,82.89,11.16,4.48,38.11,7.28,13.7,16.23,37.86,NA,20.86,31.74,30.73,NA,35.6,NA,NA,33.81,9.07,16.95,18.2,7.25,-1.33,5.15,NA,8.07,47.44,1.33,14.74,5.95,23.3,55.05,10.33,1.83,15.69,7.15,26.12,26.19,148.67,28.93,7.06,NA,42.91,17.19,16.92,NA,9.73,14.44,NA,15.15,NA,25.01,NA,3.29,37.96,5.92,151.47,0.28,14.01,19.49,32.79,20.48,1.71,18.98,15.36,66.91,14.62,16.6,32.49,10.74,36.66,20.15,7.13,5.6,21.03,30.6,5.71,25.47,36.23,9.6,21.07,-3.48,48.89,14.68,32.31,NA,14.51,20.96,NA,36.39,16.03,5.38,9.99,23.57,30.96,7.26,6.19,24.84,10.71,15.48,23.51,1.78,27.08,NA,NA,15.26,4.26,26.02,12.82,16.53,38.32,5.35,12.79,21.55,24.75,NA,10.32,14.06,18.93,50.42,28.69,76.04,21.52,42.53,56.08,NA,10.76,54.94,123.75,50.46,2.1,13.53,2.7,8,98.98,NA,NA,9.79,11.66,7.88,31.17,NA,26.53,15.78,8.83,15.66,13.62,23.26,15.35,41.83
"2012-07-31",NA,NA,NA,12.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68,NA,14.42,NA,6.74,NA,NA,NA,NA,NA,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.42,9.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.04,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,NA,NA,12.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.27,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.48,27.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91,18.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-08-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.46,NA,5.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.02,NA,NA,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.47,NA,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.39,NA,NA,NA,NA,4.55,NA,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.81,NA,NA,NA,NA,NA,NA,NA,NA
"2012-09-30",20.64,35.65,2.79,NA,15.22,8.05,47.35,7.55,16.5,6.36,33.13,20.3,6.9,10.04,10.55,18.16,8.05,8,18.3,3.62,9.19,20.15,-0.69,NA,25.59,NA,3.41,NA,44.26,17.75,44.56,43.91,-0.15,NA,-22,NA,15.3,19.33,7.47,10.53,18.26,33.61,67.81,NA,6.15,NA,15.34,37.02,54.97,28.58,2.92,8.47,15.14,18.87,26.45,20.48,NA,71.75,18.95,29.5,45.69,9.91,21,5.05,6.47,7.24,4.62,58.23,6.71,NA,NA,NA,14.58,NA,19.02,9.51,26.22,33.6,5.56,11.16,2.21,NA,78.5,75.85,30.28,1.84,NA,9.98,282.94,9.56,60.47,31.09,7.19,13.92,79.36,43.14,13.47,32.46,9.96,21.18,84.84,12.03,4.95,40.84,7.55,13.74,16.89,37.69,NA,20.66,33.08,31.41,NA,38.15,NA,NA,35.95,10.26,17.54,18.47,7.49,-0.06,5.49,NA,8.52,48.32,1.16,8.75,6.37,23.75,57.41,11.2,2.1,16.24,7.42,26.14,26.24,151.17,29.07,7.85,NA,45.94,18.31,17.36,NA,9.89,15.57,NA,17.05,NA,25.91,NA,3.86,39.91,7.15,156.3,0.85,14.25,20.57,34.54,20.71,1.87,19.12,19.63,68.58,14.42,16.67,33.8,11.71,36.89,20.75,7.38,5.67,21.23,30.9,5.94,26.23,33,9.91,22.07,-4.13,49.99,15.39,32.16,NA,14.88,21.86,NA,37.8,16.21,5.64,10.45,24.39,31.54,7.36,8.35,25.84,11.15,16.87,22.05,1.93,29.35,NA,NA,15.79,4.5,28.47,13.27,16.95,40.54,5.77,12.86,22.14,25.46,NA,10.84,14.56,19.45,52.7,29.86,78.03,23.6,43.37,56.94,NA,10.98,53.78,131.22,52.56,1.91,13.89,2.99,8.33,103.53,NA,NA,9.6,10.43,8.9,33.07,NA,28.16,16.15,9.32,17.15,13.25,23.31,15.9,43.19
"2012-10-31",NA,NA,NA,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92,NA,14.4,NA,6.04,NA,NA,NA,NA,NA,11.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.13,9.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98,NA,NA,NA,NA,NA,11.86,NA,NA,NA,NA,NA,NA,NA,NA,10.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82,NA,NA,NA,NA,NA,NA,12.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.63,NA,NA,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.82,28.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.98,17.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.41,NA,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23,NA,NA,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.03,NA,NA,NA,NA,4.67,NA,7.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.63,NA,NA,NA,NA,NA,NA,NA,NA
"2012-12-31",18.23,32.6,3.28,NA,15.81,7.24,47.62,0.12,16.93,6.6,31.48,20.22,6.51,10.07,10.97,18.19,7.58,4.97,18.08,5.14,9.9,19.39,-1.91,NA,25.86,NA,3.46,NA,45.5,16.61,39.77,44.01,0.43,NA,-65.73,NA,16.99,18.04,7.37,10.1,17.66,34.19,67.32,NA,6.28,NA,15.6,36.87,55.16,28.32,2.98,8.37,14.96,19.37,26.49,20.94,NA,78.14,16.59,30.18,44.03,10.13,23.04,4.93,6.43,7.52,5.1,58.15,6.08,NA,NA,NA,14.89,NA,19.96,9.46,26.26,34.12,5.62,11.17,2.16,NA,80,78.11,30.86,1.91,NA,10.42,301.28,10.91,62.08,31.45,6.97,14.51,80.9,42.96,14.07,29.92,10.05,21.54,84.11,10.84,4.08,41.56,6.12,13.77,17.64,37.17,NA,18.45,27.89,31.5,NA,37.38,NA,NA,36.74,10.1,17.69,19.18,7.42,-2.5,5.66,NA,8.58,59.8,1.11,7.42,6.79,24.65,58.38,NA,3.26,16.75,7.51,26.78,25.66,151.5,28.99,8.07,NA,47.43,11.42,17.09,NA,10.36,16.5,NA,17.08,NA,25.2,NA,4.64,37.98,1.03,162.78,1.52,14.38,20.9,35.73,20.5,2.01,18.33,19.68,70.8,14.69,18.04,34.94,11.69,34.35,21.17,7.43,5.5,21.34,31.08,6.04,25.1,33.14,10.64,22.33,-4.13,51.71,16.12,31.28,NA,13.58,22.46,NA,38.13,16.73,5.84,10.63,32.25,31.37,7.21,12.8,26.25,11.23,16.69,22.24,1.53,30.33,NA,NA,16.27,4.84,29.46,13.61,16.86,40.41,6.28,12.1,23.23,24.45,NA,9.94,15.1,17.71,51.45,30.6,79.6,11.51,44.14,55.28,NA,11.14,52.41,130.96,53.65,1.58,11.92,3.19,8.37,108.67,NA,NA,9.4,10.17,8.49,34.22,NA,29.44,16.21,9.32,17.01,14.08,24.09,15.82,43
"2013-01-31",NA,NA,NA,12.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.43,NA,15.24,NA,5.95,NA,NA,NA,NA,NA,12.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.61,9.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14,NA,NA,NA,NA,NA,11.98,NA,NA,NA,NA,NA,NA,NA,NA,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,12.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.93,NA,NA,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.59,19.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
